"id","time","DV","outcome"
"67",1.5,6.22222323592607,"1CMT_IV"
"67",2,6.05469277475168,"1CMT_IV"
"67",2.5,5.89167299317799,"1CMT_IV"
"67",3,5.73304244325866,"1CMT_IV"
"67",3.5,5.5786829469767,"1CMT_IV"
"67",4,5.42847950820316,"1CMT_IV"
"67",5,5.1400962163873,"1CMT_IV"
"67",6,4.86703303821889,"1CMT_IV"
"67",7,4.60847610587399,"1CMT_IV"
"67",8,4.36365478755486,"1CMT_IV"
"67",9,4.13183939061332,"1CMT_IV"
"67",10,3.91233898669379,"1CMT_IV"
"67",11,3.70449935241362,"1CMT_IV"
"67",12,3.50770101944315,"1CMT_IV"
"67",16,2.81964707127919,"1CMT_IV"
"67",24,1.82196117558334,"1CMT_IV"
"68",0,7.70635608388336,"1CMT_IV"
"68",0.5,7.40445501698537,"1CMT_IV"
"68",1,7.11438110331026,"1CMT_IV"
"68",1.5,6.83567100712094,"1CMT_IV"
"68",2,6.56787954413243,"1CMT_IV"
"68",2.5,6.31057897041798,"1CMT_IV"
"68",3,6.06335829917264,"1CMT_IV"
"68",3.5,5.82582264424317,"1CMT_IV"
"68",4,5.59759258937537,"1CMT_IV"
"68",5,5.16760535179085,"1CMT_IV"
"68",6,4.77064821090121,"1CMT_IV"
"68",7,4.40418391166184,"1CMT_IV"
"68",8,4.06587010197442,"1CMT_IV"
"68",9,3.75354436093285,"1CMT_IV"
"68",10,3.46521037714634,"1CMT_IV"
"68",11,3.19902518879475,"1CMT_IV"
"68",12,2.9532874038577,"1CMT_IV"
"68",16,2.1451512889084,"1CMT_IV"
"68",24,1.13178088253994,"1CMT_IV"
"71",0,7.33419198954204,"1CMT_IV"
"71",0.5,7.01280345587353,"1CMT_IV"
"71",1,6.70549835357971,"1CMT_IV"
"71",1.5,6.41165953855461,"1CMT_IV"
"71",2,6.1306969103038,"1CMT_IV"
"71",2.5,5.86204622687771,"1CMT_IV"
"71",3,5.60516797173526,"1CMT_IV"
"71",3.5,5.35954627026216,"1CMT_IV"
"71",4,5.12468785376798,"1CMT_IV"
"71",5,4.68539493035509,"1CMT_IV"
"71",6,4.28375859756142,"1CMT_IV"
"71",7,3.91655089804578,"1CMT_IV"
"71",8,3.58082057791849,"1CMT_IV"
"71",9,3.27386936746881,"1CMT_IV"
"71",10,2.99323029513002,"1CMT_IV"
"71",11,2.73664786039131,"1CMT_IV"
