id,outcome,t0,t1,t2,t4,t6,t8,t12,t24
1776,1CMT_IV,1,0.841705307950016,0.708034712194221,0.499839717953626,0.351379755632094,0.24551572901174,0.116195801634308,0
1777,1CMT_IV,1,0.88365397744548,0.779997564604693,0.605368407615506,0.466754749016865,0.356728756328313,0.200072073525322,0
1781,1CMT_IV,1,0.941400459407828,0.884631864272122,0.776360465921721,0.674749257360615,0.579388544720386,0.405904290687893,0
1783,1CMT_IV,1,0.953834864219367,0.908087332712682,0.817830006300424,0.729198208186857,0.642162662718085,0.472765853866203,0
1784,1CMT_IV,1,0.929579787936491,0.862659737795779,0.738632883029788,0.626628868647823,0.525482231805789,0.351653172343834,0
1786,1CMT_IV,1,0.926943223563908,0.857799810481531,0.730425809321679,0.616332176771613,0.51413426456084,0.340593792391327,0
1787,1CMT_IV,1,0.695067484956376,0.483103749670642,0.233345962173715,0.112666130629932,0.0543551490689867,0.0125661417786459,0
1791,1CMT_IV,1,0.779370980787824,0.607294169310794,0.368410324145034,0.223096740740815,0.134702159235638,0.0482227431948669,0
1794,1CMT_IV,1,0.934152082513886,0.871122663551564,0.753041922497,0.644853300725061,0.545728093884573,0.371694411858436,0
1797,1CMT_IV,1,0.889876960604842,0.790957493631982,0.622285973096506,0.486188859002096,0.376375273365207,0.216275123688246,0
1800,1CMT_IV,1,0.932042574428084,0.867212597569188,0.746365904038058,0.636386168987392,0.536296197401211,0.362308226741649,0
1804,1CMT_IV,1,0.941714812973704,0.885220388161986,0.777385437100934,0.676074964934934,0.580894212595305,0.407460809115646,0
1812,1CMT_IV,1,0.522589695365917,0.273099950470193,0.0745834919950337,0.0203686321790095,0.00556254986498848,0.000414715985529003,0
1815,1CMT_IV,1,0.935538566021284,0.873697801071507,0.757456438262981,0.650474496996596,0.552014400860449,0.37799852334206,0
1818,1CMT_IV,1,0.91501440019734,0.83599077671245,0.694185803126341,0.571578975713339,0.465571169723704,0.294667885506936,0
1825,1CMT_IV,1,0.93148811055647,0.866186456580695,0.744619220126768,0.634177536860549,0.53384322180603,0.359881338338699,0
1828,1CMT_IV,1,0.896963670735065,0.803528958104102,0.641968788612107,0.509116190517206,0.399870125252092,0.236164389728364,0
1829,1CMT_IV,1,0.870000052895265,0.756208424052017,0.569418703772917,0.426303013797686,0.316649759397593,0.168263984631102,0
1831,1CMT_IV,1,0.946107446413802,0.893467804109706,0.791831418201661,0.694865849679197,0.602356445740025,0.429896390148559,0
1836,1CMT_IV,1,0.934931660573072,0.872570072950344,0.755521448659512,0.648008396069929,0.549254083089629,0.375225621836661,0
1837,1CMT_IV,1,0.890363658373488,0.791817787493802,0.623623433730889,0.48773602866797,0.377950019556378,0.217590869063979,0
1838,1CMT_IV,1,0.882264566693422,0.777560617975679,0.601637291609292,0.462502681190213,0.352463607826218,0.196606838650092,0
1839,1CMT_IV,1,0.917988348035509,0.841400865753972,0.703087140651303,0.582464246694643,0.47726946189885,0.305523367273629,0
1846,1CMT_IV,1,0.881717975284786,0.776602935205357,0.600174052816679,0.460838513338881,0.350797615846835,0.195258417468444,0
1847,1CMT_IV,1,0.90404610764677,0.816189723168275,0.662093764161765,0.532908579353656,0.424607154180007,0.25769727226937,0
1848,1CMT_IV,1,0.913637838319666,0.833492592225951,0.690094925609085,0.566599574464913,0.460244275149126,0.289768455672145,0
1850,1CMT_IV,1,0.914791154094556,0.835585372386019,0.693521105031737,0.570768912287103,0.464703530018675,0.293868005959898,0
1852,1CMT_IV,1,0.826218530443952,0.682310498876486,0.464456268665458,0.315063652752768,0.212618298959924,0.0941921849479811,0
1853,1CMT_IV,1,0.930921649351647,0.86513878865462,0.742838171514507,0.631928290136188,0.531348243403798,0.357418893329995,0
1859,1CMT_IV,1,0.698496788657784,0.487881192719152,0.237980249447775,0.116034949724236,0.0565287472665889,0.0133216681587982,0
1863,1CMT_IV,1,0.937197557765603,0.876784575731925,0.762766801677576,0.657260101704487,0.55962915046433,0.385686778012937,0
1868,1CMT_IV,1,0.868037544098904,0.752818213036835,0.564381123562042,0.420727591778883,0.311214452665495,0.164082712698371,0
1869,1CMT_IV,1,0.824739873799731,0.679878282157728,0.461174948060429,0.311759442396917,0.209680553545818,0.0922965710368466,0
1873,1CMT_IV,1,0.666615810568871,0.444370043913467,0.197446417202636,0.0877128134612742,0.0389468693089642,0.00764415355142771,0
1875,1CMT_IV,1,0.904888652843521,0.817702375067724,0.664518652940614,0.535799188090574,0.427636908174617,0.260375862232026,0
1876,1CMT_IV,1,0.899491601133855,0.808036793126361,0.649099295126588,0.517505701323706,0.408551715336193,0.243652821320319,0
1879,1CMT_IV,1,0.566711862107542,0.32116210857531,0.103144545056047,0.0331253864272904,0.0106378285629636,0.00109616546758063,0
1883,1CMT_IV,1,0.71230759111474,0.507357943780009,0.257341237413847,0.130457321042992,0.0660635112548264,0.0167983973589664,0
1885,1CMT_IV,1,0.662059204626892,0.438316643012158,0.192105602311685,0.0841802457764696,0.0368717150537405,0.00704410414052666,0
1887,1CMT_IV,1,0.94703529472452,0.895215620864734,0.794912885894982,0.698900114473921,0.606993824194468,0.434805659645431,0
1889,1CMT_IV,1,0.901493421087496,0.811615243353963,0.654787171618223,0.52422966514989,0.41554209214988,0.249736527165161,0
1896,1CMT_IV,1,0.945459692871286,0.892248806940095,0.789686469850004,0.692063114686472,0.59914090031636,0.42650524514474,0
1897,1CMT_IV,1,0.654309774625689,0.428116748179473,0.183271544252868,0.0784439003325075,0.0335631562800815,0.00612123078856941,0
1899,1CMT_IV,1,0.953570219555887,0.907584226648106,0.81692667665383,0.727993899565335,0.640753081330438,0.471219174795721,0
1901,1CMT_IV,1,0.853528343800986,0.72797987777378,0.528124118254008,0.381288199328835,0.273406459325906,0.135910375546955,0
1902,1CMT_IV,1,0.801067998690908,0.641511113593547,0.410890835405214,0.262529994306887,0.167087653571229,0.0661895602386282,0
1905,1CMT_IV,1,0.918819965618355,0.842916900073093,0.705591891720633,0.585539779636149,0.480587959214961,0.308626765826305,0
1907,1CMT_IV,1,0.440601597332134,0.194129766675132,0.0376863644488148,0.00731604291557223,0.00142025941235862,5.35216608334122e-05,0
1909,1CMT_IV,1,0.896140082221359,0.802062991668683,0.639658211202157,0.506407168657186,0.397076394721124,0.233770501492484,0
1911,1CMT_IV,1,0.945890430197721,0.893059295490102,0.791112223775999,0.693925605465305,0.601277149557158,0.428756976021352,0
1915,1CMT_IV,1,0.938342839028926,0.878919050953329,0.766450930944901,0.661982985179506,0.564946138723607,0.391088964073225,0
1916,1CMT_IV,1,0.892453138209389,0.795516339958011,0.629389246058459,0.494423883438073,0.384775007510188,0.223322256708496,0
1917,1CMT_IV,1,0.921384553764699,0.847600963624114,0.713359703720314,0.595112788981874,0.490954552868926,0.318389663119563,0
1920,1CMT_IV,1,0.934260785956087,0.871324409700922,0.753387261695585,0.64529239422846,0.546218433476021,0.372184749405378,0
1926,1CMT_IV,1,0.931428409319848,0.866076007165564,0.744431346309389,0.633940140054007,0.533579741382636,0.359621007953581,0
1928,1CMT_IV,1,0.930684843179461,0.864701018688607,0.742094637348487,0.630990144176273,0.530308529825299,0.356394521684142,0
1934,1CMT_IV,1,0.954065067298656,0.908525106804042,0.818616546939324,0.730247499930644,0.643391604552358,0.47411607298419,0
1937,1CMT_IV,1,0.919346996532467,0.843878399145803,0.707182821947389,0.587496111566687,0.482701875093613,0.310609186285194,0
1943,1CMT_IV,1,0.910615218652353,0.828020381518441,0.681176579944583,0.555794850114924,0.448738385990555,0.279279335588236,0
1944,1CMT_IV,1,0.935990449637003,0.874537994350141,0.758899839881807,0.652316315255542,0.554078430242699,0.380076845897066,0
1947,1CMT_IV,1,0.790655553691586,0.624976442250609,0.390082847126909,0.242958753479952,0.15080852298925,0.0569397050328445,0
1948,1CMT_IV,1,0.933924335942199,0.870700064254881,0.752318818323481,0.64393423709758,0.544702155570738,0.370669238088607,0
1949,1CMT_IV,1,0.922296210046296,0.849269277702727,0.716136960271323,0.598548364698218,0.494688700300956,0.321931683780679,0
1950,1CMT_IV,1,0.904767646973269,0.817485043546094,0.664169985303939,0.535383240696893,0.427200614824073,0.259989585171331,0
1953,1CMT_IV,1,0.917291404417023,0.84013141704156,0.700993297855793,0.579897483704581,0.474504394515512,0.30294562018562,0
1955,1CMT_IV,1,0.887463441718269,0.786698020421396,0.615684409113078,0.478575249083295,0.368648784047828,0.209855850587747,0
1957,1CMT_IV,1,0.953577051241802,0.907597211893675,0.816949983790899,0.728024961817954,0.640789425791155,0.471259027283391,0
1958,1CMT_IV,1,0.932532777604939,0.868120358909455,0.747912929617747,0.638344644949759,0.538473870940008,0.364467646688589,0
1959,1CMT_IV,1,0.907403278523265,0.822225235310522,0.671795320377509,0.544504141866992,0.436792559806924,0.268524704701024,0
1963,1CMT_IV,1,0.922031135548316,0.848784020978465,0.715328572339565,0.59754765469677,0.493600272238716,0.320897871194604,0
1964,1CMT_IV,1,0.9293271285939,0.862193382810562,0.737843220164306,0.62563552458686,0.524384616032619,0.35057802706549,0
1965,1CMT_IV,1,0.91266253848525,0.831724905957116,0.687207650274006,0.56309399394852,0.456503264601579,0.286344008420549,0
1966,1CMT_IV,1,0.955014115975916,0.910331318568595,0.82186682933336,0.734590360774627,0.648485958545743,0.479730604096187,0
1977,1CMT_IV,1,0.945250086570699,0.891854561773134,0.788993488891891,0.691158568734788,0.598104205854501,0.425414187014944,0
1978,1CMT_IV,1,0.918371290117758,0.842098793395662,0.704239671080753,0.583878731388511,0.478794965001927,0.3069486741735,0
1980,1CMT_IV,1,0.88850186790702,0.788529310490296,0.61851847494334,0.481839087977763,0.371956357496587,0.212596404872938,0
1982,1CMT_IV,1,0.945267365302431,0.891887057198099,0.789050593919677,0.691233090246767,0.598189594586142,0.425504012088103,0
1996,1CMT_IV,1,0.921388727360353,0.847608597355587,0.713372398927101,0.595128477971943,0.490971588797981,0.31840579206053,0
1997,1CMT_IV,1,0.898881346162891,0.806947447478271,0.647372634101773,0.515470099110541,0.406441121611039,0.241825441363957,0
2002,1CMT_IV,1,0.895335561064952,0.800632227486848,0.637407034677843,0.503772279011506,0.394363629435592,0.231453417486868,0
2010,1CMT_IV,1,0.85949535920446,0.738146602113392,0.542826231034107,0.397133841069132,0.288459705460971,0.146932930032663,0
2012,1CMT_IV,1,0.863160737487871,0.744425152750864,0.552001501663125,0.407124719395729,0.298046225554117,0.154087523676714,0
2017,1CMT_IV,1,0.949372485186998,0.899627304868986,0.802722706538325,0.709166374655739,0.618842619270489,0.447449926780031,0
2018,1CMT_IV,1,0.946816141272524,0.894802611936366,0.794184094124457,0.697945144536268,0.6058951360562,0.433640559425626,0
2022,1CMT_IV,1,0.926340690156428,0.856691214504402,0.728560506120897,0.61400033889819,0.511573433750569,0.33811529432147,0
2024,1CMT_IV,1,0.368826545429446,0.136033020597422,0.018504982662886,0.0025172886536853,0.000342434344671768,6.33670221357444e-06,0
2033,1CMT_IV,1,0.934899881169697,0.872511043741709,0.755420239532003,0.647879501629193,0.549109915180984,0.375081001862982,0
2035,1CMT_IV,1,0.872262608210809,0.760126013632478,0.575266506747369,0.43280405050817,0.323014990807174,0.17320145289464,0
2036,1CMT_IV,1,0.936150992046999,0.874836600264057,0.759413192428367,0.652971827744198,0.554813539678777,0.380818056186653,0
2037,1CMT_IV,1,0.849358498245354,0.72091521598554,0.518020995576954,0.370517200912623,0.263282162888562,0.128645856568282,0
2039,1CMT_IV,1,0.840382901344462,0.705820327967078,0.496745184916652,0.348154307989357,0.242549938269054,0.114155293088099,0
2048,1CMT_IV,1,0.921963713061647,0.848660617434138,0.715123070232903,0.597293353934427,0.493323778830152,0.320635433350642,0
2051,1CMT_IV,1,0.947511634490871,0.896113705488,0.796499013124182,0.70098028294566,0.609389096962826,0.437350025981447,0
2054,1CMT_IV,1,0.886073644154215,0.784250301640958,0.611906176345935,0.474235079933662,0.364261323909703,0.20623775022658,0
2058,1CMT_IV,1,0.89583077515608,0.80151277093493,0.638792031560712,0.505392824230291,0.396031543149459,0.232877183658701,0
2059,1CMT_IV,1,0.95091457145054,0.902545343024001,0.807913839023613,0.716023704398432,0.626795524727956,0.456018808661811,0
2060,1CMT_IV,1,0.951523012872706,0.903698272190034,0.809970544945993,0.718748019098182,0.629963734375397,0.459450948120291,0
2061,1CMT_IV,1,0.935883066642784,0.874338295372233,0.758556631617418,0.651878199221944,0.55358726463618,0.379581899808275,0
2062,1CMT_IV,1,0.895033755953458,0.800095817514006,0.63656403909792,0.502786735294877,0.3933501035518,0.230589604296281,0
2067,1CMT_IV,1,0.929612062574229,0.862719319562054,0.738733803319015,0.626755860107976,0.525622597564671,0.351790748687853,0
2070,1CMT_IV,1,0.924247028947011,0.852844967374372,0.722108339028399,0.605958278195913,0.502767330088478,0.329640586973654,0
2074,1CMT_IV,1,0.844783874946619,0.713202662103319,0.50709733739693,0.358980882816625,0.252537809845598,0.121070568981168,0
2076,1CMT_IV,1,0.906893093164449,0.821306602208302,0.670314180586465,0.542728541335243,0.434921174791301,0.266852474487938,0
2083,1CMT_IV,1,0.892091306670172,0.794875268649808,0.628388013470116,0.493260445210454,0.383585625452857,0.222320081414402,0
2085,1CMT_IV,1,0.882491656969547,0.777958670012259,0.602245976665276,0.463195509777173,0.353157743162223,0.197169508148297,0
2088,1CMT_IV,1,0.924839749421836,0.853932927889165,0.723930362764238,0.608225524604431,0.505245944465208,0.332018365780252,0
2089,1CMT_IV,1,0.834125925877678,0.695388003261212,0.482289521944152,0.333211471093192,0.228920416984484,0.104920795440918,0
2101,1CMT_IV,1,0.500420670206526,0.250420831990523,0.062710558921959,0.0157039876093615,0.00393256076923748,0.000246556302071316,0
2104,1CMT_IV,1,0.923589236788317,0.851638414048181,0.720090513660356,0.603450818921147,0.500029796246164,0.327021299884995,0
2105,1CMT_IV,1,0.656566068475722,0.431074142752717,0.185811580770653,0.08007948309266,0.0344986313350801,0.00637785716764147,0
2106,1CMT_IV,1,0.897949097987964,0.805284714025229,0.644741468971597,0.512373157961387,0.403235151227797,0.239058090253837,0
2108,1CMT_IV,1,0.85216167895004,0.725660811072878,0.524797407731181,0.377730898714392,0.270052955821071,0.133490704615439,0
2109,1CMT_IV,1,0.876530042384434,0.767541434743394,0.586413613269548,0.445281847805686,0.335314339441308,0.182865304995303,0
2112,1CMT_IV,1,0.910384810312954,0.827603989047418,0.680500349754881,0.554978415845047,0.447871916181011,0.278494616188618,0
2114,1CMT_IV,1,0.915783222718799,0.837387685642586,0.696478639891961,0.574376207165305,0.468570337866092,0.29743841451867,0
2118,1CMT_IV,1,0.944652098010488,0.89073037569336,0.787019420404136,0.688584358370616,0.595156798952988,0.422318197518263,0
2122,1CMT_IV,1,0.724462549289048,0.524812682379762,0.275329302375851,0.144345257578766,0.0755758670440712,0.0205143955955008,0
2123,1CMT_IV,1,0.937092417703352,0.876588769700303,0.762429333690803,0.65682811086563,0.559143515951867,0.385194752260629,0
2125,1CMT_IV,1,0.462125568835742,0.213560038767992,0.0456078845922275,0.00974001484653136,0.00208007093924529,9.48590637267819e-05,0
2127,1CMT_IV,1,0.706942869669943,0.499747319366845,0.249686478065252,0.124688798346039,0.0622063246653934,0.0153608302270148,0
2128,1CMT_IV,1,0.832995875597193,0.693511795161091,0.479711323431722,0.330568090543768,0.226528544997644,0.103324788732178,0
2129,1CMT_IV,1,0.878263390081379,0.770563298305154,0.590985505003864,0.450431776638943,0.340421790470245,0.186925579922798,0
2132,1CMT_IV,1,0.896484054500607,0.802675094370857,0.640622480332794,0.507537152695922,0.398241140796641,0.234767605196131,0
2139,1CMT_IV,1,0.838997978841276,0.70350481997631,0.49351912135059,0.344801716825469,0.23947613249551,0.112052091614598,0
2140,1CMT_IV,1,0.952277557403418,0.905129316957714,0.812527890170798,0.72214144023715,0.633916986089083,0.463748446961037,0
2141,1CMT_IV,1,0.893472168585888,0.797323147526814,0.632215301207183,0.497712517176069,0.388141716542535,0.226166748778558,0
2142,1CMT_IV,1,0.923725862296617,0.851888945623895,0.72050925714397,0.603970875739623,0.500597253093075,0.327563652654322,0
2144,1CMT_IV,1,0.922748111249369,0.850096879345381,0.717516753552272,0.600257755350255,0.496549355791208,0.323701615306425,0
2147,1CMT_IV,1,0.941169787089009,0.884200148141438,0.77560908183972,0.673778038955945,0.578286193742955,0.404766148965399,0
2150,1CMT_IV,1,0.872476366098311,0.760496634447777,0.575821210052754,0.433422324355068,0.323621885480382,0.173674502862144,0
2155,1CMT_IV,1,0.831837256203047,0.691590677986523,0.477078241892283,0.327875277018626,0.224097961668435,0.101710584991418,0
2160,1CMT_IV,1,0.931370435419054,0.865968760648683,0.744248945077212,0.6337096888974,0.533324003136881,0.359368391708557,0
2162,1CMT_IV,1,0.946226988659465,0.893692876053594,0.792227830662107,0.695384316755298,0.602951832744355,0.430525450992046,0
2164,1CMT_IV,1,0.927061042549509,0.858016673085524,0.730790993018604,0.616789060395626,0.51463640823501,0.34108053413234,0
2167,1CMT_IV,1,0.912647204557781,0.831697129035768,0.687162329164071,0.563039025418461,0.456444665123215,0.286290475066012,0
2168,1CMT_IV,1,0.948753291821366,0.898457243817424,0.800646913992971,0.706431817022716,0.615679802250392,0.444060525560662,0
2172,1CMT_IV,1,0.804995956146797,0.647802995675954,0.41894578043749,0.270234620706796,0.173602277237073,0.0700087871012056,0
2176,1CMT_IV,1,0.950675253308202,0.902092110118861,0.807106201498984,0.714955069988576,0.625554113972753,0.454676870944336,0
2178,1CMT_IV,1,0.87664118188064,0.767735020725028,0.586705987471411,0.445610627408792,0.335639865960215,0.183123266493837,0
